6.27	-1	43.733
6.28	-1	43.532
6.29	-1	43.207
6.3	-1	42.513
6.31	-1	42.406
6.32	-1	42.234
6.33	-1	41.535
6.34	-1	42.477
6.35	-1	40.783
6.36	-1	40.631
6.37	-1	40.765
6.38	-1	40.541
6.39	-1	39.708
6.4	-1	39.361
6.41	-1	39.383
6.42	-1	39.316
6.43	-1	39.238
6.44	-1	38.35
6.45	-1	38.397
6.46	-1	38.263
6.47	-1	37.717
6.48	-1	38.497
6.49	-1	38.008
6.5	-1	37.325
6.51	-1	38.043
6.52	-1	37.58
6.53	-1	36.681
6.54	-1	37.013
6.55	-1	36.14
6.56	-1	35.762
6.57	-1	35.325
6.58	-1	36.168
6.59	-1	36.023
6.6	-1	35.536
6.61	-1	34.681
6.62	-1	35.175
6.63	-1	34.197
6.64	-1	34.106
6.65	-1	33.734
6.66	-1	33.282
6.67	-1	33.389
6.68	-1	33.13
6.69	-1	32.242
6.7	-1	32.576
6.71	-1	33.571
6.72	-1	32.248
6.73	-1	32.483
6.74	-1	31.644
6.75	-1	31.058
6.76	-1	30.897
6.77	-1	30.039
6.78	-1	30.112
6.79	-1	30.668
6.8	-1	30.285
6.81	-1	29.662
6.82	-1	30.886
6.83	-1	30.13
6.84	-1	28.986
6.85	-1	28.681
6.86	-1	28.835
6.87	-1	27.984
6.88	-1	28.543
6.89	-1	27.87
6.9	-1	27.748
6.91	-1	26.653
6.92	-1	27.077
6.93	-1	26.915
6.94	-1	25.818
6.95	-1	25.644
6.96	-1	25.442
6.97	-1	26.116
6.98	-1	25.858
6.99	-1	24.357
7	-1	25.061
7.01	-1	23.938
7.02	-1	24.511
7.03	-1	24.449
7.04	-1	23.015
7.05	-1	24.415
7.06	-1	23.466
7.07	-1	22.647
7.08	-1	24.218
7.09	-1	23.709
7.1	-1	22.692
7.11	-1	22.152
7.12	-1	22.498
7.13	-1	22.193
7.14	-1	20.288
7.15	-1	20.792
7.16	-1	20.278
7.17	-1	20.49
7.18	-1	21.054
7.19	-1	19.499
7.2	-1	19.778
7.21	-1	20.087
7.22	-1	17.996
7.23	-1	19.994
7.24	-1	17.951
7.25	-1	18.692
7.26	-1	18.381
7.27	-1	18.318
7.28	-1	18.342
7.29	-1	16.973
7.3	-1	18.114
7.31	-1	17.233
7.32	-1	17.088
7.33	-1	16.155
7.34	-1	16.475
7.35	-1	16.423
7.36	-1	16.054
7.37	-1	15.987
7.38	-1	14.887
7.39	-1	14.123
7.4	-1	14.953
7.41	-1	14.192
7.42	-1	14.445
7.43	-1	14.431
